Age,Gender,Education Level,Job Title,Years of Experience,Salary
34,Male,Bachelor's Degree,Operations Manager,8,104000
31,Female,High School,Junior Sales Associate,1,25000
45,Male,Master's Degree,Marketing Manager,20,204000
28,Female,Bachelor's Degree,Junior Software Developer,2,37000
44,Female,PhD,Data Scientist,18,183000
38,Male,Bachelor's Degree,Operations Manager,11,119000
30,Female,High School,Junior Sales Associate,1,25000
45,Male,Master's Degree,Marketing Manager,20,204000
27,Female,Bachelor's Degree,Software Developer,3,61000
41,Male,PhD,Data Scientist,15,157000
35,Female,Master's Degree,Human Resources Manager,8,92000
26,Male,Bachelor's Degree,Software Engineer,1,52000
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000
48,Male,PhD,Data Scientist,22,219000
32,Female,Master's Degree,Marketing Manager,6,77000
34,Male,Bachelor's Degree,Operations Manager,8,104000
31,Female,High School,Junior Sales Associate,1,25000
45,Male,Master's Degree,Marketing Manager,20,204000
28,Female,Bachelor's Degree,Junior Software Developer,2,37000
44,Female,PhD,Data Scientist,18,183000
38,Male,Bachelor's Degree,Operations Manager,11,119000
30,Female,High School,Junior Sales Associate,1,25000
45,Male,Master's Degree,Marketing Manager,20,204000
27,Female,Bachelor's Degree,Software Developer,3,61000
41,Male,PhD,Data Scientist,15,157000
35,Female,Master's Degree,Human Resources Manager,8,92000
26,Male,Bachelor's Degree,Software Engineer,1,52000
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000
48,Male,PhD,Data Scientist,22,219000
32,Female,Master's Degree,Marketing Manager,6,77000
34,Male,Bachelor's Degree,Operations Manager,8,104000
31,Female,High School,Junior Sales Associate,1,25000
45,Male,Master's Degree,Marketing Manager,20,204000
28,Female,Bachelor's Degree,Junior Software Developer,2,37000
44,Female,PhD,Data Scientist,18,183000
38,Male,Bachelor's Degree,Operations Manager,11,119000
30,Female,High School,Junior Sales Associate,1,25000
45,Male,Master's Degree,Marketing Manager,20,204000
27,Female,Bachelor's Degree,Software Developer,3,61000
41,Male,PhD,Data Scientist,15,157000
35,Female,Master's Degree,Human Resources Manager,8,92000
26,Male,Bachelor's Degree,Software Engineer,1,52000
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000
48,Male,PhD,Data Scientist,22,219000
32,Female,Master's Degree,Marketing Manager,6,77000
34,Male,Bachelor's Degree,Operations Manager,8,104000
31,Female,High School,Junior Sales Associate,1,25000
45,Male,Master's Degree,Marketing Manager,20,204000
28,Female,Bachelor's Degree,Junior Software Developer,2,37000
44,Female,PhD,Data Scientist,18,183000
38,Male,Bachelor's Degree,Operations Manager,11,119000
30,Female,High School,Junior Sales Associate,1,25000
45,Male,Master's Degree,Marketing Manager,20,204000
27,Female,Bachelor's Degree,Software Developer,3,61000
41,Male,PhD,Data Scientist,15,157000
35,Female,Master's Degree,Human Resources Manager,8,92000
26,Male,Bachelor's Degree,Software Engineer,1,52000
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000
48,Male,PhD,Data Scientist,22,219000
32,Female,Master's Degree,Marketing Manager,6,77000
34,Male,Bachelor's Degree,Operations Manager,8,104000
31,Female,High School,Junior Sales Associate,1,25000
45,Male,Master's Degree,Marketing Manager,20,204000
28,Female,Bachelor's Degree,Junior Software Developer,2,37000
44,Female,PhD,Data Scientist,18,183000
38,Male,Bachelor's Degree,Operations Manager,11,119000
30,Female,High School,Junior Sales Associate,1,25000
45,Male,Master's Degree,Marketing Manager,20,204000
27,Female,Bachelor's Degree,Software Developer,3,61000
41,Male,PhD,Data Scientist,15,157000
35,Female,Master's Degree,Human Resources Manager,8,92000
26,Male,Bachelor's Degree,Software Engineer,1,52000
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000
48,Male,PhD,Data Scientist,22,219000
32,Female,Master's Degree,Marketing Manager,6,77000
34,Male,Bachelor's Degree,Operations Manager,8,104000
31,Female,High School,Junior Sales Associate,1,25000
45,Male,Master's Degree,Marketing Manager,20,204000
28,Female,Bachelor's Degree,Junior Software Developer,2,37000
44,Female,PhD,Data Scientist,18,183000
38,Male,Bachelor's Degree,Operations Manager,11,119000
30,Female,High School,Junior Sales Associate,1,25000
45,Male,Master's Degree,Marketing Manager,20,204000
27,Female,Bachelor's Degree,Software Developer,3,61000
41,Male,PhD,Data Scientist,15,157000
35,Female,Master's Degree,Human Resources Manager,8,92000
26,Male,Bachelor's Degree,Software Engineer,1,52000
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000
48,Male,PhD,Data Scientist,22,219000
32,Female,Master's Degree,Marketing Manager,6,77000
31,Female,Master's Degree,Director of HR,6,95000
28,Male,Bachelor's Degree,Junior Web Developer,2,45000
29,Female,Master's Degree,Senior HR Generalist,4,70000
35,Male,PhD,Senior Human Resources Manager,10,110000
26,Female,High School,Web Developer,1,35000
32,Male,Bachelor's Degree,Junior HR Generalist,5,60000
27,Female,Master's Degree,Web Developer,2,50000
39,Male,Master's Degree,Director of HR,12,120000
23,Female,Bachelor's Degree,Junior HR Generalist,1,32000
30,Male,Bachelor's Degree,Web Developer,4,65000
26,Female,Bachelor's Degree,Junior HR Coordinator,1,35000
42,Male,PhD,Senior Human Resources Manager,14,130000
34,Female,Master's Degree,Director of HR,9,95000
28,Male,High School,Juniour HR Generalist,2,43000
31,Female,Bachelor's Degree,Junior HR Coordinator,4,50000
29,Male,Bachelor's Degree,Web Developer,3,60000
35,Female,Master's Degree,Senior HR Generalist,8,80000
26,Male,Master's Degree,Junior Web Developer,2,48000
40,Female,PhD,Director of HR,13,125000
34,Male,Bachelor's Degree,Web Developer,7,85000
26,Female,Bachelor's Degree,Junior HR Generalist,2,42000
29,Male,Master's Degree,Senior HR Generalist,4,70000
25,Female,High School,Juniour HR Coordinator,1,32000
33,Male,Master's Degree,Web Developer,6,80000
27,Female,Bachelor's Degree,Junior HR Generalist,2,42000
31,Male,PhD,Senior Human Resources Manager,7,90000
29,Female,Master's Degree,Web Developer,4,65000
24,Male,Bachelor's Degree,Junior Web Developer,1,40000
42,Female,Master's Degree,Senior HR Generalist,12,110000
34,Male,Master's Degree,Director of HR,10,105000
28,Female,Bachelor's Degree,Junior HR Generalist,3,50000
33,Male,PhD,Director of HR,8,95000
29,Female,Bachelor's Degree,Web Developer,3,60000
25,Male,High School,Junior HR Generalist,2,40000
26,Female,Master's Degree,Senior HR Generalist,2,55000
30,Male,Bachelor's Degree,Web Developer,5,70000
24,Female,High School,Juniour HR Coordinator,1,32000
31,Male,Master's Degree,Director of HR,7,90000
27,Female,Bachelor's Degree,Web Developer,2,50000
35,Male,PhD,Senior Human Resources Manager,10,110000
26,Female,Bachelor's Degree,Junior HR Generalist,1,32000
32,Male,Master's Degree,Web Developer,6,80000
29,Female,Master's Degree,Senior HR Generalist,4,70000
25,Male,High School,Web Developer,2,45000
33,Female,Bachelor's Degree,Junior HR Generalist,7,65000
27,Male,Master's Degree,Web Developer,2,50000
28,Female,Bachelor's Degree,Junior HR Coordinator,3,45000
34,Male,PhD,Director of HR,9,95000
30,Female,Bachelor's Degree,Web Developer,4,65000
26,Male,Bachelor's Degree,Junior HR Coordinator,2,38000
42,Female,Master's Degree,Senior Human Resources Manager,13,125000
34,Male,Master's Degree,Web Developer,8,90000
28,Female,High School,Juniour HR Generalist,2,43000
31,Male,Bachelor's Degree,Junior HR Generalist,5,60000
29,Female,Master's Degree,Web Developer,3,60000
35,Male,PhD,Senior Human Resources Manager,10,110000
26,Female,Bachelor's Degree,Web Developer,1,35000
32,Male,Master's Degree,Director of HR,6,95000
27,Female,Master's Degree,Junior HR Generalist,2,42000
39,Male,Master's Degree,Senior HR Generalist,11,100000
23,Female,Bachelor's Degree,Junior HR Coordinator,1,32000
30,Male,Bachelor's Degree,Web Developer,4,65000
26,Female,Bachelor's Degree,Junior HR Generalist,2,42000
42,Male,PhD,Director of HR,14,130000
34,Female,Master's Degree,Director of HR,9,95000
28,Male,High School,Junior Web Developer,2,43000
31,Female,Bachelor's Degree,Junior HR Coordinator,4,50000
29,Male,Bachelor's Degree,Web Developer,3,60000
35,Female,Master's Degree,Senior HR Generalist,8,80000
26,Male,Master's Degree,Junior Web Developer,2,48000
40,Female,PhD,Director of HR,13,125000
34,Male,Bachelor's Degree,Web Developer,7,85000
26,Female,Bachelor's Degree,Junior HR Generalist,2,42000
29,Male,Master's Degree,Senior HR Generalist,4,70000
25,Female,High School,Junior HR Coordinator,1,32000
33,Male,Master's Degree,Web Developer,6,80000
27,Female,Bachelor's Degree,Junior HR Generalist,2,42000
31,Male,PhD,Senior Human Resources Manager,7,90000
29,Female,Master's Degree,Web Developer,4,65000
24,Male,Bachelor's Degree,Junior Web Developer,1,40000
42,Female,Master's Degree,Senior HR Generalist,12,110000
34,Male,Master's Degree,Director of HR,10,105000
28,Female,Bachelor's Degree,Junior HR Generalist,3,50000
33,Male,PhD,Director of HR,8,95000
29,Female,Bachelor's Degree,Web Developer,3,60000
25,Male,High School,Junior HR Generalist,2,40000
26,Female,Master's Degree,Senior HR Generalist,2,55000
30,Male,Bachelor's Degree,Web Developer,5,70000
24,Female,High School,Juniour HR Coordinator,1,32000
31,Male,Master's Degree,Director of HR,7,90000
27,Female,Bachelor's Degree,Web Developer,2,50000
35,Male,PhD,Senior Human Resources Manager,10,110000
26,Female,Bachelor's Degree,Junior HR Generalist,1,32000
32,Male,Master's Degree,Web Developer,6,80000
29,Female,Master's Degree,Senior HR Generalist,4,70000
25,Male,High School,Web Developer,2,45000
33,Female,Bachelor's Degree,Junior HR Generalist,7,65000
27,Male,Master's Degree,Web Developer,2,50000
28,Female,Bachelor's Degree,Junior HR Coordinator,3,45000
34,Male,PhD,Director of HR,9,95000
30,Female,Bachelor's Degree,Web Developer,4,65000
26,Male,Bachelor's Degree,Junior HR Coordinator,2,38000
42,Female,Master's Degree,Senior Human Resources Manager,13,125000
34,Male,Master's Degree,Web Developer,8,90000
28,Female,High School,Juniour HR Generalist,2,43000
31,Male,Bachelor's Degree,Junior HR Generalist,5,60000
29,Female,Master's Degree,Web Developer,3,60000
35,Male,PhD,Senior Human Resources Manager,10,110000
26,Female,Bachelor's Degree,Web Developer,1,35000
32,Male,Master's Degree,Director of HR,6,95000
27,Female,Master's Degree,Junior HR Generalist,2,42000
39,Male,Master's Degree,Senior HR Generalist,11,100000
23,Female,Bachelor's Degree,Junior HR Coordinator,1,32000
30,Male,Bachelor's Degree,Web Developer,4,65000
26,Female,Bachelor's Degree,Junior HR Generalist,2,42000
42,Male,PhD,Director of HR,14,130000
34,Female,Master's Degree,Director of HR,9,95000
28,Male,High School,Junior Web Developer,2,43000
31,Female,Bachelor's Degree,Junior HR Coordinator,4,500
27,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
